Thing{gc=[30.516407367936,52.602450955742], id=0, routeId=5, speed=0.20932718742898232, bearing=78.81714182847598, dist=34.84070312261201, location=RAF Cranwell -> Gomel Airport, timestamp=1493353015, secondsToDept=-1}
Thing{gc=[123.606445898155,1.01484686941], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14534.343598200408, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400175, secondsToDept=-1}
Thing{gc=[123.662213303148,1.152066760601], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14517.873910841847, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400235, secondsToDept=-1}
Thing{gc=[123.71798608017,1.289285560557], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14501.404223483283, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400295, secondsToDept=-1}
Thing{gc=[123.773764869833,1.42650313914], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14484.93453612472, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400355, secondsToDept=-1}
Thing{gc=[123.829550313003,1.563719366155], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14468.464848766158, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400415, secondsToDept=-1}
Thing{gc=[123.885343050824,1.700934111346], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14451.995161407594, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400475, secondsToDept=-1}
Thing{gc=[123.94114372475,1.838147244392], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14435.52547404903, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400535, secondsToDept=-1}
Thing{gc=[123.996952976568,1.975358634899], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14419.055786690467, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400595, secondsToDept=-1}
Thing{gc=[124.052771448427,2.112568152394], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14402.586099331906, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400655, secondsToDept=-1}
Thing{gc=[124.108599782863,2.24977566632], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14386.116411973342, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400715, secondsToDept=-1}
Thing{gc=[124.164438622832,2.386981046029], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14369.646724614779, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400775, secondsToDept=-1}
Thing{gc=[124.220288611729,2.524184160778], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14353.177037256215, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400835, secondsToDept=-1}
Thing{gc=[124.276150393421,2.661384879722], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14336.707349897653, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400895, secondsToDept=-1}
Thing{gc=[124.332024612271,2.798583071907], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14320.23766253909, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493400955, secondsToDept=-1}
Thing{gc=[124.387911913171,2.935778606266], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14303.767975180526, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401015, secondsToDept=-1}
Thing{gc=[124.44381294156,3.072971351612], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14287.298287821963, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401075, secondsToDept=-1}
Thing{gc=[124.499728343459,3.210161176633], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14270.828600463401, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401135, secondsToDept=-1}
Thing{gc=[124.555658765498,3.347347949883], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14254.358913104837, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401195, secondsToDept=-1}
Thing{gc=[124.611604854938,3.484531539781], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14237.889225746274, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401255, secondsToDept=-1}
Thing{gc=[124.667567259704,3.6217118146], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14221.41953838771, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401315, secondsToDept=-1}
Thing{gc=[124.723546628411,3.758888642465], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14204.949851029149, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401375, secondsToDept=-1}
Thing{gc=[124.77954361039,3.896061891345], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14188.480163670585, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401435, secondsToDept=-1}
Thing{gc=[124.835558855719,4.033231429047], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14172.010476312022, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401495, secondsToDept=-1}
Thing{gc=[124.891593015246,4.170397123209], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14155.540788953458, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401555, secondsToDept=-1}
Thing{gc=[124.947646740623,4.307558841297], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14139.071101594896, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401615, secondsToDept=-1}
Thing{gc=[125.003720684328,4.444716450597], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14122.601414236333, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401675, secondsToDept=-1}
Thing{gc=[125.059815499696,4.581869818208], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14106.13172687777, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401735, secondsToDept=-1}
Thing{gc=[125.115931840948,4.719018811036], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14089.662039519206, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401795, secondsToDept=-1}
Thing{gc=[125.172070363216,4.856163295793], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14073.192352160644, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401855, secondsToDept=-1}
Thing{gc=[125.228231722572,4.993303138981], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14056.72266480208, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401915, secondsToDept=-1}
Thing{gc=[125.284416576061,5.130438206895], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14040.252977443517, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493401975, secondsToDept=-1}
Thing{gc=[125.340625581721,5.267568365613], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14023.783290084953, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402035, secondsToDept=-1}
Thing{gc=[125.396859398619,5.40469348099], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=14007.313602726392, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402095, secondsToDept=-1}
Thing{gc=[125.453118686874,5.54181341865], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13990.843915367828, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402155, secondsToDept=-1}
Thing{gc=[125.509404107689,5.678928043984], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13974.374228009265, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402215, secondsToDept=-1}
Thing{gc=[125.565716323378,5.816037222141], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13957.904540650703, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402275, secondsToDept=-1}
Thing{gc=[125.622055997396,5.95314081802], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13941.43485329214, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402335, secondsToDept=-1}
Thing{gc=[125.678423794367,6.090238696269], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13924.965165933576, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402395, secondsToDept=-1}
Thing{gc=[125.734820380113,6.227330721274], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13908.495478575012, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402455, secondsToDept=-1}
Thing{gc=[125.791246421682,6.364416757153], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13892.02579121645, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402515, secondsToDept=-1}
Thing{gc=[125.847702587379,6.501496667751], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13875.556103857887, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402575, secondsToDept=-1}
Thing{gc=[125.904189546796,6.638570316636], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13859.086416499324, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402635, secondsToDept=-1}
Thing{gc=[125.960707970837,6.775637567088], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13842.61672914076, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402695, secondsToDept=-1}
Thing{gc=[126.017258531753,6.912698282093], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13826.147041782198, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402755, secondsToDept=-1}
Thing{gc=[126.073841903167,7.04975232434], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13809.677354423635, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402815, secondsToDept=-1}
Thing{gc=[126.130458760106,7.186799556212], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13793.207667065071, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402875, secondsToDept=-1}
Thing{gc=[126.187109779029,7.32383983978], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13776.737979706508, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402935, secondsToDept=-1}
Thing{gc=[126.243795637861,7.460873036797], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13760.268292347946, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493402995, secondsToDept=-1}
Thing{gc=[126.300517016018,7.59789900869], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13743.798604989383, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403055, secondsToDept=-1}
Thing{gc=[126.35727459444,7.734917616553], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13727.328917630819, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403115, secondsToDept=-1}
Thing{gc=[126.41406905562,7.871928721145], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13710.859230272255, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403175, secondsToDept=-1}
Thing{gc=[126.470901083635,8.008932182876], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13694.389542913694, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403235, secondsToDept=-1}
Thing{gc=[126.527771364178,8.145927861807], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13677.91985555513, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403295, secondsToDept=-1}
Thing{gc=[126.584680584584,8.282915617639], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13661.450168196567, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403355, secondsToDept=-1}
Thing{gc=[126.641629433868,8.419895309707], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13644.980480838003, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403415, secondsToDept=-1}
Thing{gc=[126.698618602748,8.556866796977], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13628.510793479441, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403475, secondsToDept=-1}
Thing{gc=[126.755648783681,8.693829938032], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13612.041106120878, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403535, secondsToDept=-1}
Thing{gc=[126.812720670895,8.830784591071], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13595.571418762314, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403595, secondsToDept=-1}
Thing{gc=[126.869834960416,8.967730613901], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13579.101731403753, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403655, secondsToDept=-1}
Thing{gc=[126.926992350102,9.104667863927], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13562.63204404519, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403715, secondsToDept=-1}
Thing{gc=[126.984193539676,9.24159619815], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13546.162356686626, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403775, secondsToDept=-1}
Thing{gc=[127.041439230756,9.378515473155], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13529.692669328062, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403835, secondsToDept=-1}
Thing{gc=[127.098730126885,9.515425545106], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13513.222981969499, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403895, secondsToDept=-1}
Thing{gc=[127.156066933569,9.652326269742], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13496.753294610937, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493403955, secondsToDept=-1}
Thing{gc=[127.213450358302,9.789217502364], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13480.283607252373, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404015, secondsToDept=-1}
Thing{gc=[127.270881110604,9.926099097831], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13463.81391989381, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404075, secondsToDept=-1}
Thing{gc=[127.328359902051,10.062970910554], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13447.344232535248, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404135, secondsToDept=-1}
Thing{gc=[127.38588744631,10.199832794486], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13430.874545176684, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404195, secondsToDept=-1}
Thing{gc=[127.443464459168,10.336684603117], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13414.404857818121, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404255, secondsToDept=-1}
Thing{gc=[127.501091658567,10.473526189465], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13397.935170459557, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404315, secondsToDept=-1}
Thing{gc=[127.558769764642,10.610357406068], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13381.465483100996, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404375, secondsToDept=-1}
Thing{gc=[127.616499499745,10.747178104979], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13364.995795742432, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404435, secondsToDept=-1}
Thing{gc=[127.674281588486,10.883988137759], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13348.526108383869, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404495, secondsToDept=-1}
Thing{gc=[127.732116757766,11.020787355464], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13332.056421025305, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404555, secondsToDept=-1}
Thing{gc=[127.790005736807,11.157575608645], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13315.586733666743, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404615, secondsToDept=-1}
Thing{gc=[127.847949257191,11.294352747333], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13299.11704630818, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404675, secondsToDept=-1}
Thing{gc=[127.90594805289,11.431118621037], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13282.647358949616, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404735, secondsToDept=-1}
Thing{gc=[127.964002860306,11.567873078734], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13266.177671591053, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404795, secondsToDept=-1}
Thing{gc=[128.022114418301,11.704615968861], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13249.707984232491, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404855, secondsToDept=-1}
Thing{gc=[128.080283468232,11.841347139308], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13233.238296873928, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404915, secondsToDept=-1}
Thing{gc=[128.138510753992,11.978066437409], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13216.768609515364, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493404975, secondsToDept=-1}
Thing{gc=[128.196797022037,12.114773709935], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13200.298922156802, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405035, secondsToDept=-1}
Thing{gc=[128.255143021428,12.251468803086], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13183.829234798239, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405095, secondsToDept=-1}
Thing{gc=[128.313549503866,12.388151562482], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13167.359547439675, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405155, secondsToDept=-1}
Thing{gc=[128.372017223726,12.524821833158], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13150.889860081112, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405215, secondsToDept=-1}
Thing{gc=[128.430546938093,12.66147945955], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13134.420172722548, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405275, secondsToDept=-1}
Thing{gc=[128.489139406801,12.798124285493], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13117.950485363986, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405335, secondsToDept=-1}
Thing{gc=[128.547795392468,12.93475615421], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13101.480798005423, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405395, secondsToDept=-1}
Thing{gc=[128.606515660535,13.071374908301], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13085.01111064686, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405455, secondsToDept=-1}
Thing{gc=[128.665300979299,13.20798038974], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13068.541423288298, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405515, secondsToDept=-1}
Thing{gc=[128.724152119956,13.344572439863], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13052.071735929734, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405575, secondsToDept=-1}
Thing{gc=[128.783069856633,13.481150899362], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13035.60204857117, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405635, secondsToDept=-1}
Thing{gc=[128.842054966432,13.617715608271], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13019.132361212607, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405695, secondsToDept=-1}
Thing{gc=[128.901108229463,13.754266405966], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=13002.662673854044, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405755, secondsToDept=-1}
Thing{gc=[128.960230428885,13.890803131148], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12986.192986495482, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405815, secondsToDept=-1}
Thing{gc=[129.019422350945,14.027325621839], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12969.723299136918, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405875, secondsToDept=-1}
Thing{gc=[129.078684785013,14.163833715373], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12953.253611778355, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405935, secondsToDept=-1}
Thing{gc=[129.13801852363,14.300327248384], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12936.783924419793, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493405995, secondsToDept=-1}
Thing{gc=[129.197424362536,14.436806056801], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12920.31423706123, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406055, secondsToDept=-1}
Thing{gc=[129.25690310072,14.573269975837], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12903.844549702666, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406115, secondsToDept=-1}
Thing{gc=[129.316455540455,14.709718839978], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12887.374862344102, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406175, secondsToDept=-1}
Thing{gc=[129.376082487337,14.846152482978], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12870.90517498554, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406235, secondsToDept=-1}
Thing{gc=[129.435784750328,14.982570737847], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12854.435487626977, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406295, secondsToDept=-1}
Thing{gc=[129.4955631418,15.118973436843], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12837.965800268414, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406355, secondsToDept=-1}
Thing{gc=[129.555418477569,15.255360411461], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12821.49611290985, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406415, secondsToDept=-1}
Thing{gc=[129.615351576941,15.391731492424], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12805.026425551288, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406475, secondsToDept=-1}
Thing{gc=[129.675363262754,15.528086509677], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12788.556738192725, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406535, secondsToDept=-1}
Thing{gc=[129.735454361419,15.66442529237], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12772.087050834161, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406595, secondsToDept=-1}
Thing{gc=[129.795625702961,15.800747668857], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12755.617363475598, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406655, secondsToDept=-1}
Thing{gc=[129.855878121064,15.937053466678], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12739.147676117036, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406715, secondsToDept=-1}
Thing{gc=[129.916212453114,16.073342512557], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12722.677988758473, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406775, secondsToDept=-1}
Thing{gc=[129.97662954024,16.209614632385], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12706.208301399909, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406835, secondsToDept=-1}
Thing{gc=[130.03713022736,16.345869651216], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12689.738614041347, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406895, secondsToDept=-1}
Thing{gc=[130.097715363222,16.48210739325], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12673.268926682784, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493406955, secondsToDept=-1}
Thing{gc=[130.158385800454,16.618327681833], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12656.79923932422, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407015, secondsToDept=-1}
Thing{gc=[130.219142395601,16.754530339434], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12640.329551965657, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407075, secondsToDept=-1}
Thing{gc=[130.279986009176,16.890715187646], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12623.859864607093, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407135, secondsToDept=-1}
Thing{gc=[130.340917505702,17.02688204717], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12607.390177248531, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407195, secondsToDept=-1}
Thing{gc=[130.401937753761,17.163030737805], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12590.920489889968, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407255, secondsToDept=-1}
Thing{gc=[130.463047626034,17.299161078436], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12574.450802531404, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407315, secondsToDept=-1}
Thing{gc=[130.524247999354,17.435272887028], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12557.981115172843, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407375, secondsToDept=-1}
Thing{gc=[130.58553975475,17.571365980611], id=0, routeId=5, speed=0.27449478930938437, bearing=22.11335058580896, dist=12541.51142781428, location=Bubung Airport -> Lester B. Pearson International Airport, timestamp=1493407435, secondsToDept=-1}
